Job Zone,Code,Occupation,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Top Education Level,Sample Job Titles,Job Description,ai_proof_score,final_ranking,key_drivers,Calculation Type,Unpaid Training Years,Training Cost ($),Yr1 ($),Yr2 ($),Yr3 ($),Yr4 ($),Yr5 ($),Yr6 ($),Yr7 ($),Yr8 ($),Yr9 ($),Yr10 ($),10-Year Net Earnings ($),10-Year Net Earnings Calculation,10-Year Net Earnings Calculation Model,Difficulty Score,Difficulty Score Explanation,How to Get There,Job Market,Pension
2,35-2014.00,"Cooks, Restaurant",https://www.onetonline.org/link/summary/35-2014.00,"$17.71 hourly, $36,830 annual",Much faster than average (7% or higher),14.9,"250,700",High school diploma or equivalent,"Back Line Cook, Banquet Cook, Breakfast Cook, Cook, Fry Cook, Grill Cook, Line Cook, Prep Cook (Preparation Cook), Prep Person (Preparation Person), Saucier","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",2.3,0.588,"Restaurant cooks work in fast-paced, physical kitchen environments where they must handle varied orders and adapt to changing conditions on the fly. There's some creative element in plating and execution, and food safety requirements add a layer of accountability. However, much of the work follows established recipes and techniques, and kitchen automation is advancing steadily, making the role moderately vulnerable over time.",linear,0,0,28000,28981,29962,30943,31924,32906,33887,34868,35849,36830,324150,"Linear: ($28,000 up to $36,830) over 10 yrs − $0 training = $324,150","1. Paid Training: Learned entirely via on-the-job training in the kitchen (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a ~$28k entry line cook wage up to the $36,830 median.",Low,"Very low barrier to entry, but the job is physically punishing. Extreme heat, non-stop standing, high stress during service, and dealing with sharp/hot equipment.","Apply at a restaurant as a prep cook or dishwasher, learn knife skills and stations, and get promoted to the hot line.","250,700 projected annual openings. Massive, perpetual demand due to extreme turnover and burnout in the restaurant industry.","Incredibly rare. Mostly hourly roles without any retirement benefits, barring a few corporate chain exceptions with minimal 401(k) matches."
3,29-2032.00,Diagnostic Medical Sonographers,https://www.onetonline.org/link/summary/29-2032.00,"$42.95 hourly, $89,340 annual",Much faster than average (7% or higher),13,"5,800",Associate's degree,"Cardiac Sonographer, Diagnostic Medical Sonographer, Medical Sonographer, Registered Diagnostic Medical Sonographer (RDMS), Sonographer, Staff Sonographer, Ultrasonographer, Ultrasound Technician (Ultrasound Tech), Ultrasound Technologist (Ultrasound Tech)",Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,3,0.588,"Sonographers must be physically present with patients, skillfully maneuvering a transducer in real time to capture the right images—a hands-on task that requires adapting to each patient's body and condition. They work under clinical oversight but carry meaningful responsibility for image quality and preliminary assessments. AI will improve image analysis but still needs a skilled human at the bedside to acquire those images and reassure patients during vulnerable moments.",linear,2,10000,0,0,60000,64191,68383,72574,76766,80957,85149,89340,587360,"Linear: ($60,000 up to $89,340) over 8 yrs − $10,000 training = $587,360","1. Student Pays: 2-year CAAHEP-accredited Associate degree (~$10k). 2 unpaid years.
2. Earnings trajectory: Salary linearly interpolates from a $60k new-grad starting wage up to the $89,340 median.",High,"Getting into an accredited sonography program is highly competitive (often requiring intense science prerequisites). The job demands deep anatomical knowledge, hand-eye coordination, and passing difficult ARDMS board exams.","Complete a 2-year Associate's degree or certificate program in sonography. Pass the ARDMS SPI (physics) exam and a specialty exam (e.g., abdomen, OB/GYN) to become registered.","5,800 projected annual openings. Very strong demand driven by an aging population needing diagnostic imaging as a safe alternative to radiation.",Rare. Typically dependent on 401(k) / 403(b) matches from large hospital networks or private imaging clinics.
3,11-3013.00,Facilities Managers,https://www.onetonline.org/link/summary/11-3013.00,"$50.33 hourly, $104,690 annual",Average (3% to 4%),3.8,"13,200",Associate's degree,"Building Maintenance Superintendent, Building Services Supervisor, Facilities Coordinator, Facilities Director, Facilities Engineer, Facilities Maintenance Manager, Facilities Manager, Facilities Operations Manager (Facilities Ops Manager), Facilities Operations Specialist (Facilities Ops Specialist), Maintenance Superintendent","Plan, direct, or coordinate operations and functionalities of facilities and buildings. May include surrounding grounds or multiple facilities of an organization's campus.",3.2,0.588,"Facilities managers need to physically walk buildings, respond to emergencies, and coordinate a wide range of vendors, tenants, and internal teams. Success depends heavily on knowing the quirks of specific properties and navigating competing priorities among stakeholders. AI will actually help these managers by automating building monitoring and predictive maintenance, letting them focus on higher-level oversight and decision-making rather than replacing them.",linear,0,0,65000,69410,73820,78230,82640,87050,91460,95870,100280,104690,848450,"Linear: ($65,000 up to $104,690) over 10 yrs − $0 training = $848,450","1. Paid Training: Promoted strictly from hands-on maintenance, engineering, or trades roles (0 unpaid years, $0 cost). We start tracking upon reaching management/coordinator level.
2. Earnings trajectory: Salary linearly interpolates from a junior facility manager wage (~$65k) up to the $104,690 median.",Medium,"Requires broad knowledge across all building trades (HVAC, electrical, plumbing) plus the soft skills to manage budgets, vendors, and angry tenants at 2 AM.",Work 5-10 years in building maintenance or construction. Earning a credential like the Certified Facility Manager (CFM) from IFMA can accelerate promotion.,"13,200 projected annual openings. Steady demand, as every large commercial, residential, or public building requires someone to run the physical plant.","Managers at universities, government buildings, or unionized sites may get pensions. Corporate facilities managers rely on 401(k)s."
2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,https://www.onetonline.org/link/summary/35-1012.00,"$20.20 hourly, $42,010 annual",Faster than average (5% to 6%),6,"183,900",High school diploma or equivalent,"Cafeteria Manager, Dietary Supervisor, Dining Services Director, Food and Beverage Director, Food and Nutrition Services Supervisor, Food Production Supervisor, Food Service Supervisor, Kitchen Manager, Kitchen Supervisor, Restaurant Manager",Directly supervise and coordinate activities of workers engaged in preparing and serving food.,2.6,0.586,"Food service supervisors must be physically present to manage fast-paced kitchen and dining environments, which provides real protection against automation. However, the judgment required is mostly routine—handling familiar staffing, quality, and customer issues rather than genuinely novel situations—and the role carries limited legal accountability. AI tools can already help with scheduling, inventory, and ordering, and while the hands-on people management keeps humans needed, the overall vulnerability is moderate.",linear,0,0,35000,35779,36558,37337,38116,38894,39673,40452,41231,42010,385050,"Linear: ($35,000 up to $42,010) over 10 yrs − $0 training = $385,050","1. Paid Training: Promoted through the ranks from cook or server roles (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a shift supervisor baseline (~$35k) up to the $42,010 median.",Low,"Entry barriers are effectively zero, and promotions can happen within months for reliable workers. The difficulty is entirely in surviving the stressful, high-turnover environment.","Show up consistently to a fast food, casual dining, or institutional food service job and demonstrate basic reliability and leadership over 6-12 months.","183,900 projected annual openings. Immense, perpetual demand due to extreme turnover across the entire hospitality industry.","Effectively non-existent. Most work hourly without benefits, though some corporate chains offer basic 401(k) matching for managers."
3,53-2021.00,Air Traffic Controllers,https://www.onetonline.org/link/summary/53-2021.00,"$69.51 hourly, $144,580 annual",Slower than average (1% to 2%),1.2,"2,200",High school diploma or equivalent,"Air Traffic Control Specialist (ATCS), Air Traffic Controller (ATC), Center Air Traffic Controller (Center ATC), Certified Professional Controller (CPC), Control Tower Operator, Enroute Air Traffic Controller (Enroute ATC), Radar Air Traffic Controller, Terminal Air Traffic Control Specialist (Terminal ATC Specialist), Tower Air Traffic Controller (Tower ATC)","Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety.",3.7,0.58,"Air traffic controllers make life-or-death decisions in real time under ambiguous, rapidly changing conditions—the kind of high-stakes judgment where pattern-matching alone isn't enough. Regulations require a certified human to be responsible for separation and sequencing of aircraft, and society is unlikely to remove that requirement anytime soon. AI will likely serve as a powerful decision-support tool, making controllers more effective rather than replacing them, especially as air traffic volume grows.",ladder,0,0,45000,65000,85000,110000,144580,148917,153384,157985,162724,167605,1240195,"Yr1 $45,000 + Yr2 $65,000 + Yr3 $85,000 + Yr4 $110,000 + Yr5 $144,580 + Yr6 $148,917 + Yr7 $153,384 + Yr8 $157,985 + Yr9 $162,724 + Yr10 $167,605 = $1,240,195 − $0 training = $1,240,195","1. Paid Training: FAA Academy in OKC pays a salary during the 2-5 months of training, followed by paid OJT at a facility. (0 unpaid years, $0 cost).
2. Earnings trajectory: Starts ~$45k at the Academy/developmental phase. Jumps rapidly as they certify on different sectors. We model hitting the BLS median of $144,580 at Year 5 upon achieving Certified Professional Controller (CPC) status at a high-level facility, followed by 3% standard growth.",High,"The FAA hiring process is brutally selective (biographical assessments, ATSA aptitude tests, strict medical/psych clearances). The Academy has a high failure rate, and the stress of the actual job forces many out.","Apply during an 'off-the-street' FAA hiring bid (must be under age 31). Pass the ATSA, medical, and background checks. Survive the FAA Academy in Oklahoma City, then complete 1-3 years of brutal OJT at an assigned facility.","2,200 projected annual openings. Consistent demand to replace retiring controllers, but the bottleneck is the FAA's limited training capacity.","Exceptional federal pension (FERS) tailored for ATC, allowing mandatory retirement at age 56 with full benefits."
3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",https://www.onetonline.org/link/summary/53-5021.00,"$41.13 hourly, $85,540 annual",Slower than average (1% to 2%),0.5,"4,300",High school diploma or equivalent,"Boat Captain, Captain, Ferry Boat Captain, First Mate, Harbor Pilot, Mate, River Pilot, Ship Pilot, Tugboat Captain, Vessel Master","Command or supervise operations of ships and water vessels, such as tugboats and ferryboats. Required to hold license issued by U.S. Coast Guard.",3.7,0.58,"Captains and pilots of water vessels must be physically aboard in highly unpredictable environments—weather, currents, port congestion—where split-second judgment can prevent catastrophe. They hold legal licenses and bear direct accountability for the safety of crew, passengers, and cargo. While autonomous vessel technology is advancing, regulatory frameworks and the complexity of real-world waterway navigation will keep licensed humans in command for the foreseeable future.",ladder,0,2000,45000,46350,47740,49172,50647,52166,53730,85540,88106,90749,607200,"Yr1 $45,000 + Yr2 $46,350 + Yr3 $47,740 + Yr4 $49,172 + Yr5 $50,647 + Yr6 $52,166 + Yr7 $53,730 + Yr8 $85,540 + Yr9 $88,106 + Yr10 $90,749 = $609,200 − $2,000 training = $607,200","1. Paid Training: Built entirely on paid sea-time as a deckhand/mate (0 unpaid years). Coast Guard licensing exams/courses cost ~$2k+.
2. Earnings trajectory: Starts ~$45k as a deckhand. Grows 3% annually. At Year 8, assumes acquiring Master/Captain credentials and jumping to the $85,540 median.",High,"Requires years of grueling, rotational schedules away from home (e.g., 28 days on, 28 days off) to log the required Coast Guard sea-time hours, followed by passing difficult navigation/rules-of-the-road exams.","Acquire a Transportation Worker Identification Credential (TWIC) and Merchant Mariner Credential (MMC). Work as a deckhand to accumulate 360-1,000+ days of documented sea time depending on the license level, then pass USCG exams.","4,300 projected annual openings. Steady demand for inland towing (barges), ferries, and offshore supply vessels, though heavily tied to the global shipping economy.","Many maritime unions (e.g., Masters, Mates & Pilots, Seafarers International) provide strong multi-employer defined-benefit pensions."
2,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",https://www.onetonline.org/link/summary/39-1014.00,"$22.55 hourly, $46,900 annual",Faster than average (5% to 6%),6.3,"13,400",High school diploma,"Caddymaster, Community Life Director, Hair Salon Manager, Hotel Services Supervisor, Recreation Coordinator, Salon Manager",Directly supervise and coordinate activities of entertainment and recreation related workers.,3,0.58,"These supervisors need to be physically on-site managing staff and responding to real-time issues at recreation venues, parks, or entertainment facilities—environments that are dynamic and people-heavy. While the role involves meaningful judgment around guest safety and staffing, the stakes and complexity are moderate, and there's limited legal accountability that would require a human by law. AI could assist with scheduling and operations, but the hands-on people management keeps this role grounded in human work.",linear,0,0,35000,36322,37644,38967,40289,41611,42933,44256,45578,46900,409500,"Linear: ($35,000 up to $46,900) over 10 yrs − $0 training = $409,500","1. Paid Training: Promoted internally from recreation workers/attendants (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a shift supervisor base (~$35k) up to the $46,900 median.",Low,"No real educational barriers, just a requirement to be organized, handle customer service issues, and manage entry-level or teenage staff effectively.","Work 1-3 years at a golf course, amusement park, gym, or recreation center, demonstrate reliability, and take on supervisory responsibilities.","13,400 projected annual openings. Steady demand, heavily skewed toward seasonal or regional tourism markets.","Rare. Generally relies on basic 401(k) plans or nothing at all, depending on whether it is a corporate or municipal employer."
3,11-9171.00,Funeral Home Managers,https://www.onetonline.org/link/summary/11-9171.00,"$36.94 hourly, $76,830 annual",Average (3% to 4%),4.1,"2,600",Associate's degree,"Arranging Funeral Director, Funeral Director, Funeral Home Location Manager, Funeral Home Manager, Funeral Home Owner, Funeral Service Manager, Licensed Funeral Director, Location Manager, Mortuary Operations Manager (Mortuary Ops Manager), Prearranged Funeral Sales Manager","Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",3.4,0.58,"Funeral home managers serve families during their most vulnerable moments, and the human relationship is truly the product—people need to trust that someone with genuine empathy and experience is caring for their loved ones. The role carries real legal accountability through licensure, regulatory compliance, and oversight of remains handling. While AI can help with scheduling and administrative tasks, the deeply personal nature of grief support combined with legal responsibilities makes this role strongly resistant to displacement.",linear,2,15000,0,0,50000,53833,57666,61499,65331,69164,72997,76830,492320,"Linear: ($50,000 up to $76,830) over 8 yrs − $15,000 training = $492,320","1. Student Pays: 2-year Associate's degree in mortuary science (~$15k). 2 unpaid years.
2. Earnings trajectory: Salary linearly interpolates from a licensed funeral director entry wage (~$50k) up to the $76,830 median.",Medium,"The degree requires difficult sciences (anatomy, pathology, chemistry for embalming). The emotional toll of constantly working with grieving families and managing 24/7 on-call schedules is immense.",Complete an ABFSE-accredited 2-year degree in mortuary science. Complete a 1-year paid apprenticeship. Pass both the National Board exams (Arts and Sciences) and state law exams to earn a dual director/embalmer license.,"2,600 projected annual openings. Very strong demand as older directors retire and the boomer cohort ages, but the field struggles with high burnout.","Historically family-owned businesses rarely offered pensions. Today, corporate consolidators (like SCI) dominate the market and offer standard 401(k) matches."
2,53-2031.00,Flight Attendants,https://www.onetonline.org/link/summary/53-2031.00,"$67,130 annual",Much faster than average (7% or higher),9.2,"19,800",High school diploma or equivalent,"Flight Attendant, In-Flight Crew Member, Inflight Services Flight Attendant, International Flight Attendant, Purser","Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.",2.8,0.577,"Flight attendants must be physically present in a confined, unpredictable environment where they manage passenger safety during emergencies—situations that demand quick human judgment. Federal regulations require trained humans onboard to handle evacuations, medical events, and security incidents. However, much of the routine service work could theoretically be reduced, and AI doesn't create new demand for this role.",ladder,0.15,0,29750,36050,37132,40000,45000,50000,55000,60000,65000,67130,485062,"Yr1 $29,750 + Yr2 $36,050 + Yr3 $37,132 + Yr4 $40,000 + Yr5 $45,000 + Yr6 $50,000 + Yr7 $55,000 + Yr8 $60,000 + Yr9 $65,000 + Yr10 $67,130 = $485,062 − $0 training = $485,062","1. Student Pays: Airline training (4-8 weeks) is often unpaid or very low-paid. Mapped as 0.15 unpaid years. Cost is $0 (airline pays for housing/training).
2. Earnings trajectory: Yr1 prorated to 85% ($29,750). Flight attendant pay scales (flight hours + per diem) are notoriously back-loaded. We model a slow climb reaching the $67,130 median roughly at Year 10.",Medium,"The required schooling is zero, but getting hired is mathematically harder than getting into Ivy League schools (Delta accepts <1% of applicants). The 6-week training is intentionally stressful to weed out candidates.",Apply to a major or regional airline. Survive group interviews and evaluations. Pass a strict physiological and background check. Complete 4-8 weeks of intense daily safety/evacuation training.,"19,800 projected annual openings. Massive hiring waves occur frequently, but competition for legacy carrier jobs (Delta, United, American) remains intensely fierce.",Major airlines offer exceptional 401(k) programs with high employer direct contributions. Union representation (AFA-CWA) is nearly universal.
3,31-9091.00,Dental Assistants,https://www.onetonline.org/link/summary/31-9091.00,"$22.74 hourly, $47,300 annual",Faster than average (5% to 6%),6.4,"52,900",Post-secondary certificate,"Certified Dental Assistant (CDA), Certified Registered Dental Assistant, Dental Assistant (DA), Expanded Dental Assistant, Expanded Duty Dental Assistant (EDDA), Expanded Functions Dental Assistant (EFDA), Oral Surgery Assistant, Orthodontic Assistant (Ortho Assistant), Registered Dental Assistant (RDA), Surgical Dental Assistant","Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",2.7,0.573,"Dental assistants must be physically present in the operatory, handing instruments, managing suction, and comforting patients—tasks that require real-time dexterity in a small, unstructured space. Patients also value a friendly, reassuring human presence during procedures. While the role doesn't involve high-stakes independent judgment or licensure in most states, the hands-on nature of the work and growing demand for dental care provide solid protection against automation.",linear,1,5000,0,35000,36538,38075,39612,41150,42688,44225,45762,47300,365350,"Linear: ($35,000 up to $47,300) over 9 yrs − $5,000 training = $365,350","1. Student Pays: 1-year certificate or diploma program (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a ~$35k entry wage up to the $47,300 median.",Low,"Certificate programs are highly accessible with nearly 100% acceptance rates. The job requires good manual dexterity, strong interpersonal skills, and the stamina to hover over patients all day.",Complete a 9-12 month dental assisting program (CODA accredited is best). Pass the DANB (Dental Assisting National Board) exams to become a CDA or state-specific Registered Dental Assistant.,"52,900 projected annual openings. Very strong demand driven by an aging population keeping their natural teeth longer.",Rare. Mostly 401(k) / Simple IRA matches from private dental practices.
3,31-1131.00,Nursing Assistants,https://www.onetonline.org/link/summary/31-1131.00,"$19.01 hourly, $39,530 annual",Slower than average (1% to 2%),2.3,"204,100",High school diploma or equivalent,"Certified Medication Aide (CMA), Certified Nurse Aide (CNA), Certified Nurses Aide (CNA), Certified Nursing Assistant (CNA), Licensed Nursing Assistant (LNA), Nurses' Aide, Nursing Aide, Nursing Assistant, Patient Care Assistant (PCA), State Tested Nursing Assistant (STNA)","Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",2.7,0.571,"Nursing assistants are strongly protected by the physical, hands-on nature of the work—bathing, feeding, repositioning, and comforting patients requires a human body in the room, and robots are nowhere near replacing that. However, the role involves limited independent judgment and no licensure-level accountability, which means it lacks the deeper professional defenses that shield higher-level healthcare roles. Demand remains steady due to an aging population, but the work itself won't expand much because of AI.",linear,0.5,1000,14000,29281,30562,31843,33124,34406,35687,36968,38249,39530,322650,"Linear: ($28,000 up to $39,530) over 9.5 yrs − $1,000 training = $322,650","1. Student Pays: Short state-approved CNA course (often 4-12 weeks) mapped roughly as 0.5 unpaid years (~$1k).
2. Earnings trajectory: Yr1 prorated to 50% ($14,000). Salary linearly interpolates up to the $39,530 median.",Low,Training is fast and easy to access. The real difficulty is the brutal physical labor (lifting heavy patients alone) and emotional tax of working in understaffed nursing homes for low pay.,Complete a state-approved CNA training program (usually 75-150 hours). Pass a state competency exam (written and clinical skills) to be listed on the state registry.,"204,100 projected annual openings. Massive, severe nationwide shortages guarantee immediate employment anywhere, anytime, due to crippling burnout rates.",Those working directly for state/county hospitals or the VA get excellent pensions. Those in private nursing homes get virtually nothing.
2,47-2044.00,Tile and Stone Setters,https://www.onetonline.org/link/summary/47-2044.00,"$25.11 hourly, $52,240 annual",Much faster than average (7% or higher),10.1,"4,200",High school diploma or equivalent,"Ceramic Tile Mechanic, Ceramic Tile Setter, Tile and Marble Installer, Tile and Marble Setter, Tile Finisher, Tile Installer, Tile Man, Tile Mason, Tile Mechanic, Tile Setter","Apply hard tile, stone, and comparable materials to walls, floors, ceilings, countertops, and roof decks.",3,0.571,"Tile and stone setters work on unique job sites where surfaces, angles, and layouts are never exactly the same. The role demands significant hands-on dexterity and the ability to adapt to unpredictable physical conditions that robots cannot easily handle. There is also a meaningful craft element—especially in decorative or custom work—where an experienced setter's eye for layout and finish quality adds real value.",ladder,0,500,30000,30900,31827,32782,52240,53807,55421,57084,58797,60561,462919,"Yr1 $30,000 + Yr2 $30,900 + Yr3 $31,827 + Yr4 $32,782 + Yr5 $52,240 + Yr6 $53,807 + Yr7 $55,421 + Yr8 $57,084 + Yr9 $58,797 + Yr10 $60,561 = $463,419 − $500 training = $462,919","1. Paid Training: 3-4 year apprenticeship or OJT helper role (0 unpaid years). ~$500 for tools.
2. Earnings trajectory: Starts ~$30k as a helper/apprentice. Grows 3% annually. Jumps to the $52,240 median at Year 5 upon becoming an independent/journeyman setter, continuing at 3% growth.",Medium,"The physical toll of spending decades on your knees lifting heavy materials destroys joints. The job also requires sharp spatial reasoning, precise measuring, and an eye for aesthetic detail.","Join a union apprenticeship (e.g., BAC) or find a non-union contractor willing to take on a helper. Learn the trade via 3-4 years of intense on-the-job training.","4,200 projected annual openings. Steady demand driven by luxury home construction and commercial remodeling.",Union setters (BAC) have exceptionally strong defined-benefit pensions. Non-union relies on standard 401(k) plans or self-employment IRAs.
3,33-3021.00,Detectives and Criminal Investigators,https://www.onetonline.org/link/summary/33-3021.00,"$44.99 hourly, $93,580 annual",Decline (-1% or lower),-0.7,"7,800",High school diploma or equivalent,"Crime Scene Investigator (CSI), Criminal Investigator, Detective, Fugitive Detective, Fugitive Investigator, Investigator, Narcotics Detective, Narcotics Investigator, Police Detective, Special Agent","Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.",3.8,0.568,"Detectives work in unpredictable, real-world environments—interviewing witnesses, executing search warrants, and making judgment calls in ambiguous, high-stakes situations where the wrong decision can compromise cases or endanger lives. They carry legal authority and accountability that cannot be delegated to a machine. AI will actually help by automating paperwork and analyzing large datasets faster, freeing investigators to focus on the complex human elements of casework.",linear,0,0,65000,68176,71351,74527,77702,80878,84053,87229,90404,93580,792900,"Linear: ($65,000 up to $93,580) over 10 yrs − $0 training = $792,900","1. Paid Training: Reaching this rank requires years of paid experience as a patrol officer (0 unpaid years, $0 cost). We start at the promotion.
2. Earnings trajectory: Salary linearly interpolates from a senior patrol officer baseline (~$65k) up to the $93,580 median.",High,"Extremely difficult to attain. Requires surviving 3-5+ years in patrol, maintaining an impeccable record, and passing highly competitive promotional detective exams or board interviews.",Start as a sworn police officer. Build a strong track record of arrests and case management. Test into a detective bureau or be appointed by department leadership.,"7,800 projected annual openings. Steady demand, though total job numbers are slowly shrinking as some departments face budget cuts or shift toward civilian investigators.","Outstanding defined-benefit pensions are standard, typically allowing retirement after 20-25 years of service at a high percentage of final average salary."
3,33-2021.00,Fire Inspectors and Investigators,https://www.onetonline.org/link/summary/33-2021.00,"$37.53 hourly, $78,060 annual",Average (3% to 4%),3.8,"1,500",Post-secondary certificate,"Arson Investigator, Fire Code Inspector, Fire Inspector, Fire Investigator, Fire Official, Fire Prevention Inspector, Fire Prevention Specialist, Fire Protection Specialist, Fire Safety Inspector, Fire Safety Specialist","Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",3.4,0.566,"Fire inspectors and investigators must physically enter buildings and fire scenes, assess damage in unpredictable environments, and make legally binding determinations about code violations and fire causes. Each investigation presents unique conditions that require genuine detective work and professional judgment—not just pattern matching. Their findings carry legal weight in court proceedings and insurance claims, which demands a credentialed human who can be held accountable.",linear,0,0,55000,57562,60124,62687,65249,67811,70373,72936,75498,78060,665300,"Linear: ($55,000 up to $78,060) over 10 yrs − $0 training = $665,300","1. Paid Training: Almost exclusively filled by experienced firefighters (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a mid-level firefighter wage (~$55k) up to the $78,060 median.",Medium,"Requires deep practical knowledge of fire behavior, structural engineering, and building codes. Demands meticulous attention to detail and strong report writing for legal proceedings.","Work several years as a career firefighter. Complete specialized state and national fire investigation/inspection courses (e.g., NFPA certifications) and promote internally.","1,500 projected annual openings. Very niche role with low turnover, meaning openings are rare and fiercely competitive within fire departments.",Excellent municipal defined-benefit fire pensions (often part of a broader police/fire retirement system).
3,33-2022.00,Forest Fire Inspectors and Prevention Specialists,https://www.onetonline.org/link/summary/33-2022.00,"$25.19 hourly, $52,380 annual",Much faster than average (7% or higher),14.6,300,High school diploma or equivalent,"Fire Management Officer, Fire Operations Forester, Fire Prevention Officer, Fire Prevention Technician, Fire Technician, Forest Officer, Forest Patrolman, Forestry Patrolman, Wildfire Mitigation Specialist, Wildfire Prevention Specialist","Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",3.3,0.565,"Fire inspectors work in unpredictable outdoor environments where they must assess real-world conditions—terrain, vegetation, structures—and make high-stakes judgment calls about risk that can affect lives and property. Their authority to enforce codes and issue compliance orders requires human accountability. AI-powered sensors and predictive models will actually make these specialists more effective by flagging risks earlier, expanding demand for the humans who interpret data and make enforcement decisions on the ground.",linear,0,0,35000,36931,38862,40793,42724,44656,46587,48518,50449,52380,436900,"Linear: ($35,000 up to $52,380) over 10 yrs − $0 training = $436,900","1. Paid Training: Built on paid experience as a wildland firefighter (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a wildland fire baseline (~$35k) up to the $52,380 median.",Medium,"Requires years of physically brutal, dangerous wildland firefighting experience to understand terrain, weather patterns, and fuel models. Lots of travel and time away from home.","Start as a seasonal wildland firefighter or on a hand crew/hotshot crew. Gain 'Red Card' qualifications (NWCG), eventually moving into prevention, inspection, and mitigation planning.","300 projected annual openings. Extremely small total workforce, mostly concentrated in western states (CalFire, USFS), though climate change is slowly driving growth.","Federal (FERS) or state (e.g., CalPERS) pensions are standard for full-time permanent employees."
3,49-9092.00,Commercial Divers,https://www.onetonline.org/link/summary/49-9092.00,"$29.39 hourly, $61,130 annual",Much faster than average (7% or higher),8.5,400,Post-secondary certificate,"Commercial Diver, Diver, Diver Tender, Hard Hat Diver, Non Destructive Testing Under Water Welder (NDT U/W Welder), Salvage Diver, Tender","Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",3.4,0.564,"Commercial diving demands working in unpredictable, physically dangerous underwater environments where no robot can match human adaptability and problem-solving. Every dive site presents unique challenges — structural conditions, currents, visibility — requiring real-time judgment where mistakes can be life-threatening. The combination of extreme physical demands and high-stakes decision-making makes this role very difficult to automate.",linear,1,15000,0,40000,42641,45282,47924,50565,53206,55848,58489,61130,440085,"Linear: ($40,000 up to $61,130) over 9 yrs − $15,000 training = $440,085","1. Student Pays: Commercial dive school takes 6-12 months, mapped as 1 unpaid year (~$15k).
2. Earnings trajectory: Salary linearly interpolates from a tender/junior diver wage (~$40k) up to the $61,130 median.",High,"Physically terrifying and dangerous. Requires working in zero visibility, freezing water, dealing with decompression, and performing heavy construction (welding, rigging) underwater.",Complete an ADCI-recognized commercial diving program at a specialized dive school. Start offshore or inland as a 'tender' supporting senior divers before getting regular time 'in the water'.,"400 projected annual openings. A tiny, niche industry reliant on infrastructure repair (bridges, dams) and offshore oil/gas.","Union divers (e.g., piledrivers unions) receive robust multi-employer pensions. Non-union inland divers rely entirely on company 401(k)s."
